layer,sentence,pn,split
20,16,459,train
20,16,499,train
20,16,369,test
20,16,371,test
20,16,418,test
20,16,432,test
20,16,440,test
20,17,684,train
20,17,700,train
20,17,715,train
20,17,768,train
20,17,819,train
20,17,877,train
20,17,972,train
20,17,18,train
20,17,19,train
20,17,26,train
20,17,68,train
20,17,119,train
20,17,121,train
20,17,156,train
20,17,198,train
20,17,212,train
20,17,215,train
20,17,271,train
20,17,288,train
20,17,295,train
20,17,340,train
20,17,382,train
20,17,430,train
20,17,499,train
20,17,369,test
20,17,371,test
20,17,418,test
20,17,432,test
20,17,440,test
20,18,684,train
20,18,700,train
20,18,715,train
20,18,768,train
20,18,819,train
20,18,877,train
20,18,972,train
20,18,18,train
20,18,19,train
20,18,26,train
20,18,68,train
20,18,119,train
20,18,121,train
20,18,156,train
20,18,198,train
20,18,212,train
20,18,271,train
20,18,288,train
20,18,295,train
20,18,340,train
20,18,382,train
20,18,430,train
20,18,499,train
20,18,369,test
20,18,418,test
20,18,432,test
20,18,440,test
20,19,684,train
20,19,700,train
20,19,715,train
20,19,819,train
20,19,877,train
20,19,972,train
20,19,18,train
20,19,19,train
20,19,26,train
20,19,119,train
20,19,121,train
20,19,156,train
20,19,198,train
20,19,212,train
20,19,271,train
20,19,288,train
20,19,295,train
20,19,340,train
20,19,382,train
20,19,430,train
20,19,499,train
20,19,369,test
20,19,418,test
20,19,432,test
20,19,440,test
20,20,700,train
20,20,715,train
20,20,819,train
20,20,877,train
20,20,972,train
20,20,18,train
20,20,19,train
20,20,26,train
20,20,119,train
20,20,121,train
20,20,156,train
20,20,198,train
20,20,212,train
20,20,271,train
20,20,288,train
20,20,295,train
20,20,340,train
20,20,382,train
20,20,430,train
20,20,499,train
20,20,369,test
20,20,418,test
20,20,432,test
20,20,440,test
20,21,700,train
20,21,715,train
20,21,819,train
20,21,877,train
20,21,972,train
20,21,18,train
20,21,19,train
20,21,26,train
20,21,121,train
20,21,156,train
20,21,198,train
20,21,212,train
20,21,271,train
20,21,288,train
20,21,295,train
20,21,340,train
20,21,382,train
20,21,430,train
20,21,499,train
20,21,369,test
20,21,418,test
20,21,432,test
20,21,440,test
20,22,700,train
20,22,715,train
20,22,819,train
20,22,877,train
20,22,972,train
20,22,18,train
20,22,26,train
20,22,121,train
20,22,156,train
20,22,198,train
20,22,212,train
20,22,271,train
20,22,288,train
20,22,295,train
20,22,340,train
20,22,382,train
20,22,430,train
20,22,499,train
20,22,369,test
20,22,418,test
20,22,432,test
20,22,440,test
20,23,700,train
20,23,715,train
20,23,819,train
20,23,877,train
20,23,972,train
20,23,18,train
20,23,26,train
20,23,121,train
20,23,156,train
20,23,212,train
20,23,271,train
20,23,288,train
20,23,295,train
20,23,340,train
20,23,382,train
20,23,430,train
20,23,499,train
20,23,418,test
20,23,432,test
20,23,440,test
21,0,684,train
21,0,700,train
21,0,715,train
21,0,768,train
21,0,819,train
21,0,877,train
21,0,960,train
21,0,972,train
21,0,3,train
21,0,18,train
21,0,19,train
21,0,26,train
21,0,37,train
21,0,59,train
21,0,60,train
21,0,62,train
21,0,68,train
21,0,92,train
21,0,119,train
21,0,121,train
21,0,145,train
21,0,156,train
21,0,164,train
21,0,198,train
21,0,199,train
21,0,212,train
21,0,215,train
21,0,271,train
21,0,288,train
21,0,295,train
21,0,309,train
21,0,324,train
21,0,340,train
21,0,375,train
21,0,382,train
21,0,399,train
21,0,408,train
21,0,421,train
21,0,430,train
21,0,451,train
21,0,459,train
21,0,474,train
21,0,479,train
21,0,499,train
21,0,746,test
21,0,804,test
21,0,827,test
21,0,81,test
21,0,277,test
21,0,339,test
21,0,369,test
21,0,371,test
21,0,418,test
21,0,432,test
21,0,440,test
21,1,684,train
21,1,700,train
21,1,715,train
21,1,768,train
21,1,819,train
21,1,877,train
21,1,960,train
21,1,972,train
21,1,3,train
21,1,18,train
21,1,19,train
21,1,26,train
21,1,37,train
21,1,59,train
21,1,60,train
21,1,62,train
21,1,68,train
21,1,92,train
21,1,119,train
21,1,121,train
21,1,145,train
21,1,156,train
21,1,164,train
21,1,198,train
21,1,199,train
21,1,212,train
21,1,215,train
21,1,271,train
21,1,288,train
21,1,295,train
21,1,309,train
21,1,324,train
21,1,340,train
21,1,375,train
21,1,382,train
21,1,399,train
21,1,408,train
21,1,421,train
21,1,430,train
21,1,451,train
21,1,459,train
21,1,474,train
21,1,479,train
21,1,499,train
21,1,746,test
21,1,804,test
21,1,827,test
21,1,81,test
21,1,277,test
21,1,339,test
21,1,369,test
21,1,371,test
21,1,418,test
21,1,432,test
21,1,440,test
21,2,684,train
21,2,700,train
21,2,715,train
21,2,768,train
21,2,819,train
21,2,877,train
21,2,960,train
21,2,972,train
21,2,3,train
21,2,18,train
21,2,19,train
21,2,26,train
21,2,37,train
21,2,59,train
21,2,60,train
21,2,62,train
21,2,68,train
21,2,92,train
21,2,119,train
21,2,121,train
21,2,145,train
21,2,156,train
21,2,164,train
21,2,198,train
21,2,199,train
21,2,212,train
21,2,215,train
21,2,271,train
21,2,288,train
21,2,295,train
21,2,309,train
21,2,324,train
21,2,340,train
21,2,375,train
21,2,382,train
21,2,399,train
21,2,408,train
21,2,421,train
21,2,430,train
21,2,451,train
21,2,459,train
21,2,474,train
21,2,479,train
21,2,499,train
21,2,746,test
21,2,804,test
21,2,827,test
21,2,81,test
21,2,277,test
21,2,339,test
21,2,369,test
21,2,371,test
21,2,418,test
21,2,432,test
21,2,440,test
21,3,684,train
21,3,700,train
21,3,715,train
21,3,768,train
21,3,819,train
21,3,877,train
21,3,960,train
21,3,972,train
21,3,3,train
21,3,18,train
21,3,19,train
21,3,26,train
21,3,37,train
21,3,59,train
21,3,60,train
21,3,62,train
21,3,68,train
21,3,92,train
21,3,119,train
21,3,121,train
21,3,145,train
21,3,156,train
21,3,164,train
21,3,198,train
21,3,199,train
21,3,212,train
21,3,215,train
21,3,271,train
21,3,288,train
21,3,295,train
21,3,309,train
21,3,324,train
21,3,340,train
21,3,375,train
21,3,382,train
21,3,399,train
21,3,408,train
21,3,421,train
21,3,430,train
21,3,451,train
21,3,459,train
21,3,474,train
21,3,479,train
21,3,499,train
21,3,746,test
21,3,804,test
21,3,827,test
21,3,81,test
21,3,277,test
21,3,339,test
21,3,369,test
21,3,371,test
21,3,418,test
21,3,432,test
21,3,440,test
21,4,684,train
21,4,700,train
21,4,715,train
21,4,768,train
21,4,819,train
21,4,877,train
21,4,960,train
21,4,972,train
21,4,3,train
21,4,18,train
21,4,19,train
21,4,26,train
21,4,37,train
21,4,59,train
21,4,60,train
21,4,62,train
21,4,68,train
21,4,92,train
21,4,119,train
21,4,121,train
21,4,145,train
21,4,156,train
21,4,164,train
21,4,198,train
21,4,199,train
21,4,212,train
21,4,215,train
21,4,271,train
21,4,288,train
21,4,295,train
21,4,309,train
21,4,324,train
21,4,340,train
21,4,375,train
21,4,382,train
21,4,399,train
21,4,408,train
21,4,421,train
21,4,430,train
21,4,451,train
21,4,459,train
21,4,474,train
21,4,479,train
21,4,499,train
21,4,746,test
21,4,804,test
21,4,827,test
21,4,81,test
21,4,277,test
21,4,339,test
21,4,369,test
21,4,371,test
21,4,418,test
21,4,432,test
21,4,440,test
21,5,684,train
21,5,700,train
21,5,715,train
21,5,768,train
21,5,819,train
21,5,877,train
21,5,960,train
21,5,972,train
21,5,3,train
21,5,18,train
21,5,19,train
21,5,26,train
21,5,37,train
21,5,59,train
21,5,60,train
21,5,62,train
21,5,68,train
21,5,92,train
21,5,119,train
21,5,121,train
21,5,145,train
21,5,156,train
21,5,164,train
21,5,198,train
21,5,199,train
21,5,212,train
21,5,215,train
21,5,271,train
21,5,288,train
21,5,295,train
21,5,309,train
21,5,324,train
21,5,340,train
21,5,375,train
21,5,382,train
21,5,399,train
21,5,408,train
21,5,421,train
21,5,430,train
21,5,451,train
21,5,459,train
21,5,474,train
21,5,479,train
21,5,499,train
21,5,746,test
21,5,804,test
21,5,827,test
21,5,81,test
21,5,277,test
21,5,339,test
21,5,369,test
21,5,371,test
21,5,418,test
21,5,432,test
21,5,440,test
21,6,684,train
21,6,700,train
21,6,715,train
21,6,768,train
21,6,819,train
21,6,877,train
21,6,960,train
21,6,972,train
21,6,3,train
21,6,18,train
21,6,19,train
21,6,26,train
21,6,37,train
21,6,60,train
21,6,62,train
21,6,68,train
21,6,92,train
21,6,119,train
21,6,121,train
21,6,145,train
21,6,156,train
21,6,164,train
21,6,198,train
21,6,199,train
21,6,212,train
21,6,215,train
21,6,271,train
21,6,288,train
21,6,295,train
21,6,309,train
21,6,324,train
21,6,340,train
21,6,375,train
21,6,382,train
21,6,399,train
21,6,408,train
21,6,421,train
21,6,430,train
21,6,451,train
21,6,459,train
21,6,474,train
21,6,479,train
21,6,499,train
21,6,746,test
21,6,804,test
21,6,827,test
21,6,81,test
21,6,277,test
21,6,339,test
21,6,369,test
21,6,371,test
21,6,418,test
21,6,432,test
21,6,440,test
21,7,684,train
21,7,700,train
21,7,715,train
21,7,768,train
21,7,819,train
21,7,877,train
21,7,960,train
21,7,972,train
21,7,3,train
21,7,18,train
21,7,19,train
21,7,26,train
21,7,37,train
21,7,60,train
21,7,62,train
21,7,68,train
21,7,92,train
21,7,119,train
21,7,121,train
21,7,145,train
21,7,156,train
21,7,164,train
21,7,198,train
21,7,199,train
21,7,212,train
21,7,215,train
21,7,271,train
21,7,288,train
21,7,295,train
21,7,309,train
21,7,324,train
21,7,340,train
21,7,375,train
21,7,382,train
21,7,399,train
21,7,408,train
21,7,421,train
21,7,430,train
21,7,451,train
21,7,459,train
21,7,474,train
21,7,479,train
21,7,499,train
21,7,746,test
21,7,804,test
21,7,827,test
21,7,81,test
21,7,277,test
21,7,339,test
21,7,369,test
21,7,371,test
21,7,418,test
21,7,432,test
21,7,440,test
21,8,684,train
21,8,700,train
21,8,715,train
21,8,768,train
21,8,819,train
21,8,877,train
21,8,960,train
21,8,972,train
21,8,3,train
21,8,18,train
21,8,19,train
21,8,26,train
21,8,37,train
21,8,60,train
21,8,62,train
21,8,68,train
21,8,92,train
21,8,119,train
21,8,121,train
21,8,145,train
21,8,156,train
21,8,164,train
21,8,198,train
21,8,199,train
21,8,212,train
21,8,215,train
21,8,271,train
21,8,288,train
21,8,295,train
21,8,309,train
21,8,324,train
21,8,340,train
21,8,375,train
21,8,382,train
21,8,399,train
21,8,408,train
21,8,421,train
21,8,430,train
21,8,451,train
21,8,459,train
21,8,474,train
21,8,479,train
21,8,499,train
21,8,746,test
21,8,804,test
21,8,827,test
21,8,81,test
21,8,277,test
21,8,339,test
21,8,369,test
21,8,371,test
21,8,418,test
21,8,432,test
21,8,440,test
21,9,684,train
21,9,700,train
21,9,715,train
21,9,768,train
21,9,819,train
21,9,877,train
21,9,960,train
21,9,972,train
21,9,3,train
21,9,18,train
21,9,19,train
21,9,26,train
21,9,37,train
21,9,60,train
21,9,62,train
21,9,68,train
21,9,92,train
21,9,119,train
21,9,121,train
21,9,145,train
21,9,156,train
21,9,164,train
21,9,198,train
21,9,199,train
21,9,212,train
21,9,215,train
21,9,271,train
21,9,288,train
21,9,295,train
21,9,324,train
21,9,340,train
21,9,375,train
21,9,382,train
21,9,399,train
21,9,408,train
21,9,421,train
21,9,430,train
21,9,451,train
21,9,459,train
21,9,474,train
21,9,479,train
21,9,499,train
21,9,746,test
21,9,804,test
21,9,827,test
21,9,81,test
21,9,277,test
21,9,339,test
21,9,369,test
21,9,371,test
21,9,418,test
21,9,432,test
21,9,440,test
21,10,684,train
21,10,700,train
21,10,715,train
21,10,768,train
21,10,819,train
21,10,877,train
21,10,960,train
21,10,972,train
21,10,3,train
21,10,18,train
21,10,19,train
21,10,26,train
21,10,37,train
21,10,60,train
21,10,62,train
21,10,68,train
21,10,92,train
21,10,119,train
21,10,121,train
21,10,145,train
21,10,156,train
21,10,164,train
21,10,198,train
21,10,199,train
21,10,212,train
21,10,215,train
21,10,271,train
21,10,288,train
21,10,295,train
21,10,324,train
21,10,340,train
21,10,375,train
21,10,382,train
21,10,399,train
21,10,408,train
21,10,421,train
21,10,430,train
21,10,451,train
21,10,459,train
21,10,474,train
21,10,479,train
21,10,499,train
21,10,746,test
21,10,804,test
21,10,827,test
21,10,81,test
21,10,277,test
21,10,339,test
21,10,369,test
21,10,371,test
21,10,418,test
21,10,432,test
21,10,440,test
21,11,684,train
21,11,700,train
21,11,715,train
21,11,768,train
21,11,819,train
21,11,877,train
21,11,960,train
21,11,972,train
21,11,3,train
21,11,18,train
21,11,19,train
21,11,26,train
21,11,37,train
21,11,60,train
21,11,62,train
21,11,68,train
21,11,92,train
21,11,119,train
21,11,121,train
21,11,145,train
21,11,156,train
21,11,164,train
21,11,198,train
21,11,199,train
21,11,212,train
21,11,215,train
21,11,271,train
21,11,288,train
21,11,295,train
21,11,324,train
21,11,340,train
21,11,375,train
21,11,382,train
21,11,399,train
21,11,408,train
21,11,421,train
21,11,430,train
21,11,451,train
21,11,459,train
21,11,474,train
21,11,479,train
21,11,499,train
21,11,746,test
21,11,804,test
21,11,827,test
21,11,81,test
21,11,277,test
21,11,339,test
21,11,369,test
21,11,371,test
21,11,418,test
21,11,432,test
21,11,440,test
21,12,684,train
21,12,700,train
21,12,715,train
21,12,768,train
21,12,819,train
21,12,877,train
21,12,960,train
21,12,972,train
21,12,3,train
21,12,18,train
21,12,19,train
21,12,26,train
21,12,37,train
21,12,60,train
21,12,62,train
21,12,68,train
21,12,92,train
21,12,119,train
21,12,121,train
21,12,145,train
21,12,156,train
21,12,164,train
21,12,198,train
21,12,199,train
21,12,212,train
21,12,215,train
21,12,271,train
21,12,288,train
21,12,295,train
21,12,324,train
21,12,340,train
21,12,375,train
21,12,382,train
21,12,399,train
21,12,408,train
21,12,421,train
21,12,430,train
21,12,451,train
21,12,459,train
21,12,479,train
21,12,499,train
21,12,746,test
21,12,804,test
21,12,827,test
21,12,81,test
21,12,277,test
21,12,339,test
21,12,369,test
21,12,371,test
21,12,418,test
21,12,432,test
21,12,440,test
21,13,684,train
21,13,700,train
21,13,715,train
21,13,768,train
21,13,819,train
21,13,877,train
21,13,960,train
21,13,972,train
21,13,3,train
21,13,18,train
21,13,19,train
21,13,26,train
21,13,37,train
21,13,60,train
21,13,62,train
21,13,68,train
21,13,92,train
21,13,119,train
21,13,121,train
21,13,145,train
21,13,156,train
21,13,164,train
21,13,198,train
21,13,199,train
21,13,212,train
21,13,215,train
21,13,271,train
21,13,288,train
21,13,295,train
21,13,340,train
21,13,375,train
21,13,382,train
21,13,399,train
21,13,408,train
21,13,421,train
21,13,430,train
21,13,451,train
21,13,459,train
21,13,499,train
21,13,746,test
21,13,804,test
21,13,827,test
21,13,81,test
21,13,339,test
21,13,369,test
21,13,371,test
21,13,418,test
21,13,432,test
21,13,440,test
21,14,684,train
21,14,700,train
21,14,715,train
21,14,768,train
21,14,819,train
21,14,877,train
21,14,960,train
21,14,972,train
21,14,18,train
21,14,19,train
21,14,26,train
21,14,37,train
21,14,60,train
21,14,62,train
21,14,68,train
21,14,92,train
21,14,119,train
21,14,121,train
21,14,145,train
21,14,156,train
21,14,198,train
21,14,212,train
21,14,215,train
21,14,271,train
21,14,288,train
21,14,295,train
21,14,340,train
21,14,382,train
21,14,408,train
21,14,421,train
21,14,430,train
21,14,451,train
21,14,459,train
21,14,499,train
21,14,746,test
21,14,804,test
21,14,827,test
21,14,81,test
21,14,369,test
21,14,371,test
21,14,418,test
21,14,432,test
21,14,440,test
21,15,684,train
21,15,700,train
21,15,715,train
21,15,768,train
21,15,819,train
21,15,877,train
21,15,960,train
21,15,972,train
21,15,18,train
21,15,19,train
21,15,26,train
21,15,68,train
21,15,92,train
21,15,119,train
21,15,121,train
21,15,156,train
21,15,198,train
21,15,212,train
21,15,215,train
21,15,271,train
21,15,288,train
21,15,295,train
21,15,340,train
21,15,382,train
21,15,421,train
21,15,430,train
21,15,451,train
21,15,459,train
21,15,499,train
21,15,827,test
21,15,369,test
21,15,371,test
21,15,418,test
21,15,432,test
21,15,440,test
21,16,684,train
21,16,700,train
21,16,715,train
21,16,768,train
21,16,819,train
21,16,877,train
21,16,960,train
21,16,972,train
21,16,18,train
21,16,19,train
21,16,26,train
21,16,68,train
21,16,119,train
21,16,121,train
21,16,156,train
21,16,198,train
21,16,212,train
21,16,215,train
21,16,271,train
21,16,288,train
21,16,295,train
21,16,340,train
21,16,382,train
21,16,430,train
21,16,459,train
21,16,499,train
21,16,369,test
21,16,371,test
21,16,418,test
21,16,432,test
21,16,440,test
21,17,684,train
21,17,700,train
21,17,715,train
21,17,768,train
21,17,819,train
21,17,877,train
21,17,972,train
21,17,18,train
21,17,19,train
21,17,26,train
21,17,68,train
21,17,119,train
21,17,121,train
21,17,156,train
21,17,198,train
21,17,212,train
21,17,215,train
21,17,271,train
21,17,288,train
21,17,295,train
21,17,340,train
21,17,382,train
21,17,430,train
21,17,499,train
21,17,369,test
21,17,371,test
21,17,418,test
21,17,432,test
21,17,440,test
21,18,684,train
21,18,700,train
21,18,715,train
21,18,768,train
21,18,819,train
21,18,877,train
21,18,972,train
21,18,18,train
21,18,19,train
21,18,26,train
21,18,68,train
21,18,119,train
21,18,121,train
21,18,156,train
21,18,198,train
21,18,212,train
21,18,271,train
21,18,288,train
21,18,295,train
21,18,340,train
21,18,382,train
21,18,430,train
21,18,499,train
21,18,369,test
21,18,418,test
21,18,432,test
21,18,440,test
21,19,684,train
21,19,700,train
21,19,715,train
21,19,819,train
21,19,877,train
21,19,972,train
21,19,18,train
21,19,19,train
21,19,26,train
21,19,119,train
21,19,121,train
21,19,156,train
21,19,198,train
21,19,212,train
21,19,271,train
21,19,288,train
21,19,295,train
21,19,340,train
21,19,382,train
21,19,430,train
21,19,499,train
21,19,369,test
21,19,418,test
21,19,432,test
21,19,440,test
21,20,700,train
21,20,715,train
21,20,819,train
21,20,877,train
21,20,972,train
21,20,18,train
21,20,19,train
21,20,26,train
21,20,119,train
21,20,121,train
21,20,156,train
21,20,198,train
21,20,212,train
21,20,271,train
21,20,288,train
21,20,295,train
21,20,340,train
21,20,382,train
21,20,430,train
21,20,499,train
21,20,369,test
21,20,418,test
21,20,432,test
21,20,440,test
21,21,700,train
21,21,715,train
21,21,819,train
21,21,877,train
21,21,972,train
21,21,18,train
21,21,19,train
21,21,26,train
21,21,121,train
21,21,156,train
21,21,198,train
21,21,212,train
21,21,271,train
21,21,288,train
21,21,295,train
21,21,340,train
21,21,382,train
21,21,430,train
21,21,499,train
21,21,369,test
21,21,418,test
21,21,432,test
21,21,440,test
21,22,700,train
21,22,715,train
21,22,819,train
21,22,877,train
21,22,972,train
21,22,18,train
21,22,26,train
21,22,121,train
21,22,156,train
21,22,198,train
21,22,212,train
21,22,271,train
21,22,288,train
21,22,295,train
21,22,340,train
21,22,382,train
21,22,430,train
21,22,499,train
21,22,369,test
21,22,418,test
21,22,432,test
21,22,440,test
21,23,700,train
21,23,715,train
21,23,819,train
21,23,877,train
21,23,972,train
21,23,18,train
21,23,26,train
21,23,121,train
21,23,156,train
21,23,212,train
21,23,271,train
21,23,288,train
21,23,295,train
21,23,340,train
21,23,382,train
21,23,430,train
21,23,499,train
21,23,418,test
21,23,432,test
21,23,440,test
22,0,684,train
22,0,700,train
22,0,715,train
22,0,768,train
22,0,819,train
22,0,877,train
22,0,960,train
22,0,972,train
22,0,3,train
22,0,18,train
22,0,19,train
22,0,26,train
22,0,37,train
22,0,59,train
22,0,60,train
22,0,62,train
22,0,68,train
22,0,92,train
22,0,119,train
22,0,121,train
22,0,145,train
22,0,156,train
22,0,164,train
22,0,198,train
22,0,199,train
22,0,212,train
22,0,215,train
22,0,271,train
22,0,288,train
22,0,295,train
22,0,309,train
22,0,324,train
22,0,340,train
22,0,375,train
22,0,382,train
22,0,399,train
22,0,408,train
22,0,421,train
22,0,430,train
22,0,451,train
22,0,459,train
22,0,474,train
22,0,479,train
22,0,499,train
22,0,746,test
22,0,804,test
22,0,827,test
22,0,81,test
22,0,277,test
22,0,339,test
22,0,369,test
22,0,371,test
22,0,418,test
22,0,432,test
22,0,440,test
22,1,684,train
22,1,700,train
22,1,715,train
22,1,768,train
22,1,819,train
22,1,877,train
22,1,960,train
22,1,972,train
22,1,3,train
22,1,18,train
22,1,19,train
22,1,26,train
22,1,37,train
22,1,59,train
22,1,60,train
22,1,62,train
22,1,68,train
22,1,92,train
22,1,119,train
22,1,121,train
22,1,145,train
22,1,156,train
22,1,164,train
22,1,198,train
22,1,199,train
22,1,212,train
22,1,215,train
22,1,271,train
22,1,288,train
22,1,295,train
22,1,309,train
22,1,324,train
22,1,340,train
22,1,375,train
22,1,382,train
22,1,399,train
22,1,408,train
22,1,421,train
22,1,430,train
22,1,451,train
22,1,459,train
22,1,474,train
22,1,479,train
22,1,499,train
22,1,746,test
22,1,804,test
22,1,827,test
22,1,81,test
22,1,277,test
22,1,339,test
22,1,369,test
22,1,371,test
22,1,418,test
22,1,432,test
22,1,440,test
22,2,684,train
22,2,700,train
22,2,715,train
22,2,768,train
22,2,819,train
22,2,877,train
22,2,960,train
22,2,972,train
22,2,3,train
22,2,18,train
22,2,19,train
22,2,26,train
22,2,37,train
22,2,59,train
22,2,60,train
22,2,62,train
22,2,68,train
22,2,92,train
22,2,119,train
22,2,121,train
22,2,145,train
22,2,156,train
22,2,164,train
22,2,198,train
22,2,199,train
22,2,212,train
22,2,215,train
22,2,271,train
22,2,288,train
22,2,295,train
22,2,309,train
22,2,324,train
22,2,340,train
22,2,375,train
22,2,382,train
22,2,399,train
22,2,408,train
22,2,421,train
22,2,430,train
22,2,451,train
22,2,459,train
22,2,474,train
22,2,479,train
22,2,499,train
22,2,746,test
22,2,804,test
22,2,827,test
22,2,81,test
22,2,277,test
22,2,339,test
22,2,369,test
22,2,371,test
22,2,418,test
22,2,432,test
22,2,440,test
22,3,684,train
22,3,700,train
22,3,715,train
22,3,768,train
22,3,819,train
22,3,877,train
22,3,960,train
22,3,972,train
22,3,3,train
22,3,18,train
22,3,19,train
22,3,26,train
22,3,37,train
22,3,59,train
22,3,60,train
22,3,62,train
22,3,68,train
22,3,92,train
22,3,119,train
22,3,121,train
22,3,145,train
22,3,156,train
22,3,164,train
22,3,198,train
22,3,199,train
22,3,212,train
22,3,215,train
22,3,271,train
22,3,288,train
22,3,295,train
22,3,309,train
22,3,324,train
22,3,340,train
22,3,375,train
22,3,382,train
22,3,399,train
22,3,408,train
22,3,421,train
22,3,430,train
22,3,451,train
22,3,459,train
22,3,474,train
22,3,479,train
22,3,499,train
22,3,746,test
22,3,804,test
22,3,827,test
22,3,81,test
22,3,277,test
22,3,339,test
22,3,369,test
22,3,371,test
22,3,418,test
22,3,432,test
22,3,440,test
22,4,684,train
22,4,700,train
22,4,715,train
22,4,768,train
22,4,819,train
22,4,877,train
22,4,960,train
22,4,972,train
22,4,3,train
22,4,18,train
22,4,19,train
22,4,26,train
22,4,37,train
22,4,59,train
22,4,60,train
22,4,62,train
22,4,68,train
22,4,92,train
22,4,119,train
22,4,121,train
22,4,145,train
22,4,156,train
22,4,164,train
22,4,198,train
22,4,199,train
22,4,212,train
22,4,215,train
22,4,271,train
22,4,288,train
22,4,295,train
22,4,309,train
22,4,324,train
22,4,340,train
22,4,375,train
22,4,382,train
22,4,399,train
22,4,408,train
22,4,421,train
22,4,430,train
22,4,451,train
22,4,459,train
22,4,474,train
22,4,479,train
22,4,499,train
22,4,746,test
22,4,804,test
22,4,827,test
22,4,81,test
22,4,277,test
22,4,339,test
22,4,369,test
22,4,371,test
22,4,418,test
22,4,432,test
22,4,440,test
22,5,684,train
22,5,700,train
22,5,715,train
22,5,768,train
22,5,819,train
22,5,877,train
22,5,960,train
22,5,972,train
22,5,3,train
22,5,18,train
22,5,19,train
22,5,26,train
22,5,37,train
22,5,59,train
22,5,60,train
22,5,62,train
22,5,68,train
22,5,92,train
22,5,119,train
22,5,121,train
22,5,145,train
22,5,156,train
22,5,164,train
22,5,198,train
22,5,199,train
22,5,212,train
22,5,215,train
22,5,271,train
22,5,288,train
22,5,295,train
22,5,309,train
22,5,324,train
22,5,340,train
22,5,375,train
22,5,382,train
22,5,399,train
22,5,408,train
22,5,421,train
22,5,430,train
22,5,451,train
22,5,459,train
22,5,474,train
22,5,479,train
22,5,499,train
22,5,746,test
22,5,804,test
22,5,827,test
22,5,81,test
22,5,277,test
22,5,339,test
22,5,369,test
22,5,371,test
22,5,418,test
22,5,432,test
22,5,440,test
22,6,684,train
22,6,700,train
22,6,715,train
22,6,768,train
22,6,819,train
22,6,877,train
22,6,960,train
22,6,972,train
22,6,3,train
22,6,18,train
22,6,19,train
22,6,26,train
22,6,37,train
22,6,60,train
22,6,62,train
22,6,68,train
22,6,92,train
22,6,119,train
22,6,121,train
22,6,145,train
22,6,156,train
22,6,164,train
22,6,198,train
22,6,199,train
22,6,212,train
22,6,215,train
22,6,271,train
22,6,288,train
22,6,295,train
22,6,309,train
22,6,324,train
22,6,340,train
22,6,375,train
22,6,382,train
22,6,399,train
22,6,408,train
22,6,421,train
22,6,430,train
22,6,451,train
22,6,459,train
22,6,474,train
22,6,479,train
22,6,499,train
22,6,746,test
22,6,804,test
22,6,827,test
22,6,81,test
22,6,277,test
22,6,339,test
22,6,369,test
22,6,371,test
22,6,418,test
22,6,432,test
22,6,440,test
22,7,684,train
22,7,700,train
22,7,715,train
22,7,768,train
22,7,819,train
22,7,877,train
22,7,960,train
22,7,972,train
22,7,3,train
22,7,18,train
22,7,19,train
22,7,26,train
22,7,37,train
22,7,60,train
22,7,62,train
22,7,68,train
22,7,92,train
22,7,119,train
22,7,121,train
22,7,145,train
22,7,156,train
22,7,164,train
22,7,198,train
22,7,199,train
22,7,212,train
22,7,215,train
22,7,271,train
22,7,288,train
22,7,295,train
22,7,309,train
22,7,324,train
22,7,340,train
22,7,375,train
22,7,382,train
22,7,399,train
22,7,408,train
22,7,421,train
22,7,430,train
22,7,451,train
22,7,459,train
22,7,474,train
22,7,479,train
22,7,499,train
22,7,746,test
22,7,804,test
22,7,827,test
22,7,81,test
22,7,277,test
22,7,339,test
22,7,369,test
22,7,371,test
22,7,418,test
22,7,432,test
22,7,440,test
22,8,684,train
22,8,700,train
22,8,715,train
22,8,768,train
22,8,819,train
22,8,877,train
22,8,960,train
22,8,972,train
22,8,3,train
22,8,18,train
22,8,19,train
22,8,26,train
22,8,37,train
22,8,60,train
22,8,62,train
22,8,68,train
22,8,92,train
22,8,119,train
22,8,121,train
22,8,145,train
22,8,156,train
22,8,164,train
22,8,198,train
22,8,199,train
22,8,212,train
22,8,215,train
22,8,271,train
22,8,288,train
22,8,295,train
22,8,309,train
22,8,324,train
22,8,340,train
22,8,375,train
22,8,382,train
22,8,399,train
22,8,408,train
22,8,421,train
22,8,430,train
22,8,451,train
22,8,459,train
22,8,474,train
22,8,479,train
22,8,499,train
22,8,746,test
22,8,804,test
22,8,827,test
22,8,81,test
22,8,277,test
22,8,339,test
22,8,369,test
22,8,371,test
22,8,418,test
22,8,432,test
22,8,440,test
22,9,684,train
22,9,700,train
22,9,715,train
22,9,768,train
22,9,819,train
22,9,877,train
22,9,960,train
22,9,972,train
22,9,3,train
22,9,18,train
22,9,19,train
22,9,26,train
22,9,37,train
22,9,60,train
22,9,62,train
22,9,68,train
22,9,92,train
22,9,119,train
22,9,121,train
22,9,145,train
22,9,156,train
22,9,164,train
22,9,198,train
22,9,199,train
22,9,212,train
22,9,215,train
22,9,271,train
22,9,288,train
22,9,295,train
22,9,324,train
22,9,340,train
22,9,375,train
22,9,382,train
22,9,399,train
22,9,408,train
22,9,421,train
22,9,430,train
22,9,451,train
22,9,459,train
22,9,474,train
22,9,479,train
22,9,499,train
22,9,746,test
22,9,804,test
22,9,827,test
22,9,81,test
22,9,277,test
22,9,339,test
